,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
adverteren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afdruk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afgeschreven,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
afgestane,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
afgesteld,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afhangt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afkoop,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afleidingsmateriaal,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afluisterpraktijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afrastering,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afschotvergunning,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afvalinzameling,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afweten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
afzonderen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
agreement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
akker,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5895","0,0","0,1183","0,0","0,0"
akkerrand,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
alcoholische,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
alomvattend,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
antibioticagebruik,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0534"
antibioticaregister,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
anticonceptie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
anticonceptiemiddel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
antwoordelijkheid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
apenonderzoekscentrum,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
aquaria,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
arbeidsproces,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
arbitragehoven,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
auteurscontractenrecht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
autokilometer,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
automaten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
autoverkeer,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
bacterie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
bankenbelastingen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
banktransactie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
basf,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bedrijfshal,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bedrijfskleding,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beer,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beerhond,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
behandelwijzen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beheerde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beheersbare,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bejaagd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
belastingwetgeving,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beleidsmaatregel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beprijzing,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
berekening,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,1183","0,0","0,0534"
beroepsmogelijkheden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
berokkenen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
beschadiging,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beschutting,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
besmettelijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
bespiedt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bestedingsruimte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0534"
betaalmodellen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
betekenisvol,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
betekenisvoller,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beton,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
betuttelend,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beulen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bevocht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bevoorraden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
beweiden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bewerken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bewerkte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bewonerscollectief,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bezuinigingsslag,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bezwijken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
biggen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
bijvoederen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
biljoen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
biner,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
biodiversiteitsverlies,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
bioloog,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
biseksuele,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
blank,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
bloemrijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
blootleg,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bodembeweging,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bodemvruchtbaarheid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0534"
boerenfamilie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bollenveld,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bontfokkerij,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
boomkorren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
boord,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,1512","0,0"
borstvoeding,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2948","0,0","0,0","0,0","0,0"
bouwd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2948","0,0","0,0","0,0","0,0"
bouwplan,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
bp,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bprc,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
braakliggende,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
brandveiligheidsregel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
breding,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
brievenbus,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
broeikasgassenuitstoot,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
brother,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bruikte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bruinkoolmijn,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bruinvis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
buitengewone,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
bulgarije,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
buurtvereniging,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
cameratoezicht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0534"
castreren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
catiegeheim,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
ceerd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
celsius,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
centrale,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,1183","0,0","0,0534"
cetera,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6878","0,0","0,0","0,0","0,0534"
chemische,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
chipplicht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
ciet,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
circus,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
clustermunitie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
concern,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
concertkaar,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
conflictgrondstof,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
consumeert,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
consumptiepatroon,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
controlegevens,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
couper,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
coyotes,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
crediteur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
daard,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
daarnaar,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
danig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
databank,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
datacentrum,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
datasystemen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
debiteur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
deeltjesversneller,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dekt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
delbaar,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
deltaplan,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
democratiseringsproces,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
demonstratie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,4913","0,0","0,0","0,0","0,0"
denlast,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
denzee,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
derland,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
derwijs,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
devolste,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
diepzeevisserij,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dieraangelegenheid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierbenodigdheid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierenambulance,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2948","0,0","0,0","0,0","0,0"
dierenarts,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0"
dierenasiel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dierenbeulen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dierenbeurz,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierenpolitieagent,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dierenrassen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierenrecht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2948","0,0","0,0","0,0","0,0"
dierentuin,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5895","0,0","0,0","0,0","0,0"
dierenverblijven,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dierenwelzijnsaantasting,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierenwelzijnseisen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierenwelzijnsmaatregel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierenwelzijnszaken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dierenwinkel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
diergeneeskundige,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dieronvriendelijke,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,1512","0,0"
dierproefvrij,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierproefweigeraar,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
diertransporten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dierverblijven,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
diervriendelijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2948","0,0","0,0","0,1512","0,0"
dierwaardig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dierziekte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,39299999999999996","0,0","0,1183","0,0","0,0"
dietisten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0534"
digheiden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
digitalis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,1512","0,0534"
dijkbewaking,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dikbilkoeien,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dingsbodem,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
doden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6878","0,0","0,0591","0,0","0,0"
dodingsmethoden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dolfijn,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dolfijnenslachtingen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dolfinarium,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
donorcampagne,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
donsproductie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
doodschieten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
doodsstrijd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
doofd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
doorgefokt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
doorgelicht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0534"
doorgevoerde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
doorgifte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,1512","0,0"
doorverkoop,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,1512","0,0"
doorvoerroute,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
draaid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
drankblik,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
driemaal,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
droging,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
duct,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
duif,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
dum,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dures,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
duurzaamheidseis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
duurzaamheidsmeetlat,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
dwangmatig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
earth,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
eelde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
eendenlever,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
ei,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5895","0,0","0,0","0,0","0,0"
eindig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
elektriciteitsnet,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0534"
elektronica,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
ellendig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
embryospoeling,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
embryotransplantatie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
emissiearme,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
emissions,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
energiedrank,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
energieonderzoek,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
energieproducten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
energierenovatie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
erf,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2948","0,0","0,0","0,0","0,0"
esm,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,1067"
evenredigheid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,1183","0,0","0,0"
exameneis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
exitstrategie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
exportkracht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
