,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
ontspult,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ontvinnen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ontvluchten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
ontzie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
onverdoofd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
onverdoofde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
onvindbaar,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
onvoorstelbare,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oogluikend,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oormerken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oormerkplicht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oorzaakte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oosterschelde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opbloeien,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opbrengt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
opdelen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opgeslokt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opgetild,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ophangen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ophok,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oplaait,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oplate,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
oplossend,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opmaken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opoffering,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oppasse,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,2505","0,0","0,0","0,0"
oppervlakten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
opslokt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opsporingsinstantie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opvangfonds,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opvanghuis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opvis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opwarmend,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opwelling,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
opzichtige,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
orchideeën,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overbevist,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overblijfmaaltijd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
overbruggingszorg,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overcapaciteit,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overdaad,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overgeschakeld,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overhand,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overheidsbudget,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overlegorgaan,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
overshoot,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overspring,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
overspringt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
oversprong,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overstijgt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
oververhitte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
overvol,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
overzien,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,1036","0,0","0,0524"
pa,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
paald,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
paardenbesluit,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pachtcontract,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0524"
paling,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pap,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,2505","0,0","0,0","0,0"
parallelle,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,1049"
parant,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
paratie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
parkeren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0524"
pasgeboren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
passeren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
patenteren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,2282","0,0"
patienen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
patiëntendossiers,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pbeperkingen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pees,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,2282","0,0"
pelijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
pen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5976","0,0","0,0","0,2282","0,0"
penibele,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pens,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
penseren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pensioenpot,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0691","0,0","0,0524"
perceel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
perking,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
perkt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,2505","0,0","0,2282","0,0"
pest,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
philipp,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pijnpunt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plaatsmaakt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plaatsmaken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plakstrips,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
planeetbrede,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plantaardige,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
platformfunctie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plichting,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ploeg,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plofdier,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plofkip,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plofmelk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
plunderen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pluraliteit,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
podiumbeleid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
podiumkunst,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
polderland,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
politiehond,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
pomp,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
populatiedynamiek,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
porteur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
portkracht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
postcoderoosregeling,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
praathuis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
price,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
prijsdifferentiatie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
prijsdruk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
primaten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
privacyschending,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
privacywaarborgen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
privéjet,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
probleembever,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
productiedrift,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
productieverhoging,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
proefboring,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
proefdier,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1992","0,0","0,0345","0,0","0,0"
proefdieronderzoek,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
proefdiervrije,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0524"
proefkonijn,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
professor,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
promoot,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
propvolle,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
psd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
publieksinformatie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
publiekslokker,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
publiekstrekker,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
publieksvermaak,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
pulatie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
putting,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
raaigras,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
radicale,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rammetje,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rampzalig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rampzalige,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
randstadrail,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
randweg,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rapen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rapeut,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rapie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
raren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rasdi,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
raties,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ratuur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
raworth,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
razen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
re,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
reaucratie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rechthebbende,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rechtvaardigheidscrisis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
reclamecampagne,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
reclamefolder,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
recreëren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,1049"
recte,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
redding,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
reddingsactie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
reder,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
redig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
regen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
regenbuien,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
regenwoud,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
regenwouden,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
regeringsfunctionaris,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
regionalisering,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1992","0,0","0,0","0,0","0,0"
registreerd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
reinen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rekenkamer,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rekruteren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,2505","0,0","0,0","0,0524"
reld,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
reldwijd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,747","0,0","0,0","0,6846","0,0"
rentie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
represaillemaatregel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
resistente,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
resistentie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
resthout,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
retailer,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rialenpaspoorten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
riet,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rijksbeleid,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rijstroken,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rikaanse,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ringsinstrument,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ringspositie,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ringstelsel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ringwegen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
riolering,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
riool,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rioolslib,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
riteiten,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
roepsfopleiding,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
roetveegpiet,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rog,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ron,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
rona,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ronacrisis,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ronde,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ronduit,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,1036","0,0","0,0"
roofakkoord,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rooftocht,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
roofvogel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
roofvogelshow,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ropees,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rouleren,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rugdringen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
ruimd,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
rups,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
rustgevende,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
saldering,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
salmonel,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
samengedrukt,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
samenlevingconcept,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
samenlevingsportinen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
samenlevingsvorm,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
samensteller,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
samenwerkingsplatform,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schaduw,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
schaft,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
schakeling,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schalig,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
schapenhouder,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
schappelijk,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
schappij,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
schapsraad,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
schapszin,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
scharreleier,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
scharrelen,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
sche,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3984","0,0","0,0","0,0","0,0"
